Start Time,End Time,Subtitle
00:32:24:11,00:32:27:09,DOYLE: They've put potentially habitable worlds right within our reach.
00:32:27:13,00:32:29:11,"Twelve, in fact, from our initial probes."
00:32:29:15,00:32:31:24,#NAME?
00:32:32:04,00:32:35:04,PROF. BRAND: We sent people into it. Ten years ago.
00:32:36:12,00:32:38:04,The Lazarus missions.
00:32:38:12,00:32:39:17,PROF. BRAND: Twelve possible worlds...
00:32:39:21,00:32:42:05,...twelve Ranger launches carrying...
00:32:42:16,00:32:45:02,...the bravest humans ever to live...
00:32:45:06,00:32:47:21,...led by the remarkable Dr. Mann.
00:32:48:09,00:32:51:09,DOYLE: Each person's landing pod had enough life support for two years.
00:32:51:13,00:32:53:12,But they could use hibernation to stretch that...
00:32:53:16,00:32:56:21,...making observations on organics over a decade or more.
00:32:57:01,00:33:00:22,"Their mission was to assess their world, and if it showed potential..."
00:33:01:06,00:33:05:16,"...then they could send out a signal, bed down for the long nap, wait to be rescued."
00:33:05:20,00:33:07:21,And what if the world didn't show promise?
00:33:08:12,00:33:09:22,Hence the bravery.
00:33:10:17,00:33:13:06,You don't have the resources to visit all 12.
00:33:13:10,00:33:14:13,No.
00:33:15:10,00:33:18:05,Data transmission back through the Wormhole is rudimentary.
00:33:18:09,00:33:23:10,Simple binary pings on an annual basis give us some clue as to which worlds have potential.
00:33:23:14,00:33:25:09,And one system shows promise.
00:33:25:17,00:33:28:06,"One. That's a bit of a long shot, isn't it?"
00:33:29:02,00:33:31:22,BRAND: One system with three potential worlds?
00:33:32:08,00:33:33:22,No long shot.
00:33:36:02,00:33:37:05,COOPER: Okay.
00:33:37:22,00:33:40:06,So if we find a home...
00:33:42:23,00:33:46:10,...then what? - That's the long shot.
00:33:46:18,00:33:49:23,PROF. BRAND: There's a Plan A and a Plan B.
00:33:50:11,00:33:53:10,Did you notice anything strange about the launch chamber?
00:34:05:03,00:34:08:01,COOPER: This entire facility's a centrifuge.
00:34:08:09,00:34:10:21,Some kind of vehicle. A space station?
00:34:11:05,00:34:12:23,PROF. BRAND: Both. Plan A.
00:34:13:03,00:34:15:05,COOPER: How do you get it off the ground?
00:34:15:09,00:34:19:01,PROF. BRAND: The first gravitational anomalies changed everything.
00:34:19:09,00:34:23:17,Suddenly we knew that harnessing gravity was real.
00:34:24:02,00:34:28:18,So I started working on a theory and we started building this station.
00:34:29:03,00:34:31:05,But you haven't solved it yet.
00:34:32:07,00:34:33:20,BRAND: That's why there's Plan B.
00:34:34:08,00:34:39:01,The problem is gravity. How to get a viable amount of human life off the planet.
00:34:39:05,00:34:40:12,This is one way.
00:34:40:20,00:34:43:08,Plan B: a population bomb.
00:34:43:16,00:34:48:10,"Over 5,000 fertilized eggs weighing in at just under 900 kilos."
00:34:49:03,00:34:50:15,How would you raise them?
00:34:50:19,00:34:53:06,"With equipment on board, we incubate the first 10."
00:34:53:10,00:34:57:07,"After that, with surrogacy, the growth becomes exponential."
00:34:58:00,00:35:01:07,"Within 30 years, we could have a colony of hundreds."
00:35:01:11,00:35:04:20,The real difficulty with colonization is genetic diversity.
00:35:05:11,00:35:07:01,This takes care of that.
00:35:07:05,00:35:09:16,COOPER: But what about the people here? You just...
00:35:10:01,00:35:11:09,...give up on them?
00:35:11:24,00:35:13:06,My kids?
00:35:13:19,00:35:17:03,That's why Plan A is a lot more fun.
00:35:19:09,00:35:22:06,#NAME?
00:35:22:10,00:35:24:20,You're asking me to hang everything...
00:35:25:21,00:35:27:05,...on an almost.
00:35:27:18,00:35:30:01,I'm asking you to trust me.
00:35:31:18,00:35:32:23,(SIGHS)
00:35:33:03,00:35:34:19,Find us a new home.
00:35:35:13,00:35:37:13,And by the time you return...
00:35:38:03,00:35:40:19,...I will have solved the problem of gravity.
00:35:41:18,00:35:43:08,I give you my word.
00:35:55:24,00:35:57:12,MURPH: Go away!
00:36:08:04,00:36:09:05,Murph.
00:36:09:14,00:36:12:14,"MURPH: Go! If you're leaving, just go."
00:36:15:09,00:36:18:05,"DONALD: This world was never enough for you, was it, Coop?"
00:36:19:01,00:36:22:19,"COOPER: What, because heading out there is what I feel like I was born to do?"
00:36:23:18,00:36:25:14,And it excites me? Heh.
00:36:26:07,00:36:28:18,"No, that does not make it wrong."
00:36:28:22,00:36:30:02,It might.
00:36:30:11,00:36:33:14,DONALD: Don't trust the right thing done for the wrong reason.
00:36:34:08,00:36:36:16,"The why of the thing, that's the foundation."
00:36:36:20,00:36:38:22,And the foundation's solid.
00:36:42:02,00:36:47:02,"We farmers, we sit here every year when the rains fail and we say:"
00:36:47:09,00:36:48:15,"""Next year."""
00:36:49:07,00:36:52:23,"Well, next year ain't gonna save us, nor the one after that."
00:36:53:19,00:36:57:22,"COOPER: This world's a treasure, Donald, but it's been telling us to leave for a while now."
00:37:02:15,00:37:06:10,"Mankind was born on Earth, it was never meant to die here."
00:37:09:13,00:37:12:19,"Tom will be all right, but you got to make things right with Murph."
00:37:12:23,00:37:13:24,I Will.
00:37:14:23,00:37:18:03,Without making promises you don't know you can keep.
00:37:28:18,00:37:30:18,"You have to talk to me, Murph."
00:37:33:06,00:37:35:09,I need to fix this before I go.
00:37:35:13,00:37:38:10,MURPH: Then I'll keep it broken so you have to stay.
00:37:40:00,00:37:45:00,"COOPER: After you kids came along, your mom said something to me I never quite understood."
00:37:45:09,00:37:47:00,"She said, ""Now..."
00:37:48:21,00:37:53:10,"...we're just here to be memories for our kids."""
00:37:58:13,00:38:01:01,And I think that now I understand what she meant.
00:38:04:19,00:38:08:13,"Once you're a parent, you're the ghost of your children's future."
00:38:10:04,00:38:12:08,MURPH: You said ghosts didn't exist.
00:38:18:19,00:38:20:07,"COOPER: That's right, Murph."
00:38:23:12,00:38:24:20,"Murph, look at me."
00:38:27:21,00:38:30:09,I can't be your ghost right now.
00:38:32:04,00:38:34:05,I need to exist.
00:38:35:20,00:38:37:18,They chose me.
00:38:38:11,00:38:42:10,"Murph, they chose me. You saw. You're the one who led me to them."
00:38:45:01,00:38:47:13,MURPH: That's exactly why you can't go.
00:38:50:18,00:38:52:17,I figured out the message.
00:38:53:03,00:38:56:08,#NAME?
00:38:56:12,00:38:57:20,"""Stay."""
00:38:58:05,00:39:01:02,"- It says, ""Stay,"" Dad. - Murph."
00:39:02:01,00:39:03:12,You don't believe me.
00:39:03:16,00:39:06:11,"Look at the books! Look at this. It says, ""Stay."""
00:39:06:15,00:39:09:14,"Why...? You're not listening! It says, ""Stay!"""
00:39:09:22,00:39:11:18,"No, I'm coming back."
00:39:11:22,00:39:13:06,When'?
00:39:26:07,00:39:28:18,"One for you, one for me."
00:39:29:03,00:39:32:07,"When I'm up there in hypersleep, or..."
00:39:32:15,00:39:35:04,"...traveling near the speed of light, or..."
00:39:36:04,00:39:38:07,...near a black hole...
00:39:38:18,00:39:43:07,...time's gonna change for me. It's gonna run more slowly.
00:39:44:21,00:39:46:16,When we get back...
00:39:47:19,00:39:49:05,...we're gonna compare.
00:39:49:09,00:39:52:00,MURPH: Time will run differently for us? - Yeah.
00:39:53:02,00:39:57:18,"By the time I get back, we might even be the same age, you and me."
00:39:58:04,00:40:00:12,"""What?"" Imagine that!"
00:40:05:01,00:40:06:05,"Aw, Murph..."
00:40:06:09,00:40:08:24,You have no idea when you're coming back.
00:40:10:19,00:40:12:07,No idea at all!
00:40:15:10,00:40:17:13,"COOPER: Murph, don't... Don't make me leave like this."
00:40:17:17,00:40:19:05,"Come on, Murph!"
00:40:19:17,00:40:22:01,"Don't make me leave like this, Murph!"
00:40:29:15,00:40:30:16,Hey...
00:40:31:05,00:40:32:13,...I love you.
00:40:32:22,00:40:34:20,Forever. You hear me?
00:40:35:07,00:40:38:12,"I love you forever, and I'm coming back."
00:40:44:08,00:40:45:16,I'm coming back.
00:41:03:21,00:41:06:01,- How'd it go? - Fine.
00:41:06:19,00:41:08:06,Just fine.
00:41:14:17,00:41:15:20,"I love you, Tom."
00:41:16:09,00:41:18:12,#NAME?
00:41:18:16,00:41:20:22,"You look after our place for me, all right?"
00:41:21:03,00:41:22:18,#NAME?
00:41:27:06,00:41:30:15,"- Hey, can I use your truck while you're gone? - You mean your truck?"
00:41:32:03,00:41:33:18,I'll make sure they bring it back.
00:41:35:21,00:41:37:16,"Look after my kids, Donald!"
00:41:50:03,00:41:53:18,TARS: Go for main engine start. T-minus 10...
00:41:54:10,00:41:56:12,- Dad! - ...nine...
00:41:56:16,00:41:57:22,Dad!
00:41:58:13,00:41:59:14,...eight...
00:42:00:22,00:42:02:01,...seven...
00:42:02:04,00:42:03:11,Dad!
00:42:03:19,00:42:04:20,...six...
00:42:06:05,00:42:09:03,"...five, main engine start, four..."
00:42:10:11,00:42:11:15,...three...
00:42:12:07,00:42:13:10,...two...
00:42:14:08,00:42:16:10,...one. Booster ignition and...
00:42:25:21,00:42:28:08,All engines look good. Beginning roll program.
00:42:32:15,00:42:35:11,Prepare for stage one separation.
00:42:35:19,00:42:36:20,Stage one.
00:42:42:19,00:42:44:15,There is Mach 1.
00:42:45:15,00:42:49:08,Everybody good? Plenty of slaves for my robot colony?
00:42:51:05,00:42:54:12,DOYLE: They gave him a humor setting so he'd fit in better with his unit.
00:42:54:20,00:42:56:12,He thinks it relaxes us.
00:42:56:16,00:42:59:11,COOPER: A giant sarcastic robot.
00:43:00:08,00:43:01:18,What a great idea!
00:43:01:22,00:43:04:15,TARS: I have a cue light I can use when I'm joking if you like.
00:43:04:19,00:43:05:20,That'd probably help.
00:43:06:00,00:43:09:22,You can use it to find your way back to the ship after I blow you out the airlock.
00:43:11:00,00:43:14:00,"- What's your humor setting, TARS? - That's 100 percent."
00:43:14:04,00:43:15:23,"Let's bring it on down to 75, please."
00:43:16:07,00:43:18:03,TARS: Stage two separation.
00:43:28:20,00:43:30:24,COOPER: All feeds going manual.
00:43:31:07,00:43:32:17,TARS: Going manual.
00:43:34:24,00:43:37:04,"COOPER: Deactivate probe heater one, two and three."
00:43:37:08,00:43:38:09,TARS: Check.
00:43:43:23,00:43:46:21,#NAME?
00:43:50:17,00:43:53:00,DOYLE: A.D.F. check. COOPER: Over.
00:43:53:08,00:43:57:00,"Pull thrusters back. Fuel cells one, two, three."
00:43:57:04,00:43:58:12,MAN: One hundred percent.
00:43:58:16,00:44:00:12,COOPER: Ex-mites.
00:44:09:12,00:44:11:08,It's hard leaving everything.
00:44:11:17,00:44:14:05,My kids. Your father.
00:44:14:20,00:44:17:05,BRAND: We're going to be spending a lot of time together.
00:44:17:09,00:44:20:10,#NAME?
00:44:22:17,00:44:24:06,Just being honest.
00:44:24:10,00:44:26:18,I don't think you need to be that honest.
00:44:27:04,00:44:29:14,"COOPER: Hey, TARS, what's your honesty parameter?"
00:44:29:18,00:44:32:09,TARS: Ninety percent. - Ninety percent?
00:44:32:13,00:44:35:14,"Absolute honesty isn't always the most diplomatic, nor the..."
00:44:35:18,00:44:38:08,...safest form of communication with emotional beings.
00:44:38:12,00:44:39:23,Okay.
00:44:40:10,00:44:43:01,"Ninety percent it is, Dr. Brand."
00:44:46:18,00:44:49:24,We are coming up on the Endurance. Twelve minutes out.
00:45:07:02,00:45:09:02,Okay. Taking control.
00:45:12:13,00:45:15:10,"Approaching module port, 500 meters."
00:45:28:10,00:45:29:13,"It's all you, Doyle."
00:45:48:03,00:45:50:14,"Nice and easy, Doyle. Nice and easy."
00:45:55:18,00:45:57:00,I feel good.
00:45:57:04,00:45:58:08,Take us home.
00:45:58:12,00:46:00:04,(BEEPING)
00:46:06:03,00:46:08:11,#NAME?
00:46:08:15,00:46:10:11,"COOPER: Well done. - Okay, helmets on."
00:46:10:15,00:46:11:16,Good job.
00:46:45:03,00:46:46:21,Door's not charging.
00:46:47:01,00:46:48:13,Never mind.
00:47:11:08,00:47:13:01,"Cooper, you should have control."
00:47:13:09,00:47:14:21,Control here.
00:47:16:07,00:47:18:22,Communication with ring module active.
00:47:25:09,00:47:26:22,"BRAND: Oh, wow."
00:47:32:17,00:47:33:21,TARS: That's initiate.
00:47:41:11,00:47:43:23,COOPER: Are we ready to spin? - Just a sec.
00:47:55:09,00:47:57:17,#NAME?
00:47:58:16,00:48:00:14,"All right, we're all set."
00:48:01:01,00:48:02:13,"All right, let's do it."
00:48:20:21,00:48:22:09,Heh.
00:48:31:17,00:48:32:24,COOPER: Thirty percent of spin.
00:48:39:22,00:48:41:06,One G.
00:48:42:00,00:48:44:00,How's gravity treating you back there?
00:48:44:08,00:48:45:12,Well.
00:48:48:16,00:48:50:11,"Romilly? Hey, you okay?"
00:48:50:15,00:48:51:16,#NAME?
00:48:51:20,00:48:53:22,"ROMILLY: Mm. Yeah, I just need a minute."
00:48:54:08,00:48:59:00,"We have some Dramamine in the hab pod, or maybe in the cryo-beds. I'll just be a sec."
00:48:59:04,00:49:01:09,#NAME?
00:49:01:17,00:49:03:13,#NAME?
00:49:11:24,00:49:14:21,"Amelia, be safe."
00:49:15:05,00:49:18:17,#NAME?
00:49:18:21,00:49:20:19,It looks good for your trajectory.
00:49:20:23,00:49:24:07,We've calculated two years to Saturn.
00:49:25:01,00:49:26:13,That's a lot of Dramamine.
00:49:27:06,00:49:29:17,"Look after my family, will you, please, sir?"
00:49:30:06,00:49:33:01,We'll be waiting for you when you get back.
00:49:33:13,00:49:37:09,"A little older, a little wiser, but happy to see you."
00:49:40:05,00:49:43:14,PROF. BRAND: Do not go gentle into that good night
00:49:44:06,00:49:48:07,Old age should burn and rave at close of day
00:49:49:11,00:49:54:10,"Rage, rage against the dying of the light"
00:49:55:07,00:49:59:02,Though wise men at their end Know dark is right
00:49:59:10,00:50:02:07,Because their words had forked No lightning they
00:50:02:17,00:50:06:06,Do not go gentle into that good night
00:50:06:22,00:50:11:06,"Rage, rage against the dying of the light"
00:50:27:21,00:50:29:13,DOYLE: You good? ROMILLY: Yeah.
00:50:30:11,00:50:31:23,"Okay, thank you."
00:50:35:11,00:50:36:19,Here. Pills.
00:50:39:13,00:50:40:23,So alone.
00:50:41:11,00:50:43:10,We have each other. Dr. Mann had it worse.
00:50:43:14,00:50:44:23,"No, I mean them."
00:50:45:03,00:50:46:06,Hm?
00:50:46:10,00:50:49:17,"COOPER: It's a perfect planet, and we won't find another one like her."
00:50:50:07,00:50:53:13,"No, it's not like looking for a new condo."
00:50:54:16,00:50:56:20,The human race is going to be...
00:50:57:08,00:50:58:09,...adrift...
00:50:58:13,00:51:02:01,...desperate for a rock it can cling to while it catches its breath.
00:51:02:15,00:51:04:11,We need to find that rock.
00:51:04:19,00:51:07:13,And our three prospects are at the edge of what...
00:51:07:17,00:51:09:14,...might sustain human life.
00:51:10:02,00:51:12:13,Laura Miller's planet is first.
00:51:12:17,00:51:14:20,#NAME?
00:51:19:20,00:51:22:24,"AMELIA: Uh, Wolf Edmunds is here. - Tell me about Edmunds."
00:51:23:20,00:51:26:14,"Oh, uh, Wolf's a particle physicist."
00:51:28:21,00:51:31:05,"None of them had families, huh?"
00:51:32:06,00:51:35:03,No. No attachments. My father insisted.
00:51:35:07,00:51:38:20,They all knew the odds against ever seeing another human being again.
00:51:39:00,00:51:40:23,I'm hoping we can surprise at least three of them.
00:51:41:03,00:51:43:01,#NAME?
00:51:43:05,00:51:45:03,He's remarkable. He's the best of us.
00:51:45:07,00:51:49:17,He inspired 11 people to follow him on the loneliest journey in human history.
00:51:49:21,00:51:51:11,"Scientists, explorers."
00:51:51:15,00:51:55:17,"That's what I love. You know, out there we face great odds."
00:51:56:05,00:51:57:15,"Death, but..."
00:51:59:09,00:52:00:17,...not evil.
00:52:00:24,00:52:02:18,You don't think nature can be evil?
00:52:03:03,00:52:05:19,No. Formidable. Frightening. But...
00:52:06:14,00:52:08:14,"...no, not evil. - Hmm."
00:52:09:20,00:52:13:01,Is a lion evil because it rips a gazelle to shreds?
00:52:13:13,00:52:15:13,"Just what we take with us, then."
00:52:16:02,00:52:17:03,Yeah.
00:52:17:13,00:52:19:15,This crew represents the best of humanity.
00:52:19:19,00:52:20:23,"Even me, huh?"
00:52:21:03,00:52:23:03,"You know what? We agreed, 90 percent."
00:52:23:07,00:52:24:09,There you go.
00:52:24:19,00:52:27:04,- Don't stay up. - I'll be there in a minute.
00:52:27:08,00:52:31:10,"Just remember, Coop, you are literally wasting your breath."
00:52:38:02,00:52:41:06,"Hey, TARS? Let's go over that trajectory one more time."
00:52:41:14,00:52:43:06,TARS: Eight months to Mars.
00:52:43:18,00:52:46:14,Counter-orbital slingshot around. Fourteen months to Saturn.
00:52:46:18,00:52:48:04,Nothing's changed on that.
00:52:48:08,00:52:50:10,Just let me ask you something.
00:52:52:16,00:52:56:03,- Dr. Brand and Edmunds... - Why are you whispering? They can't hear you.
00:52:57:14,00:53:00:14,COOPER: Dr. Brand and Edmunds. They close?
00:53:00:18,00:53:02:04,I wouldn't know.
00:53:02:08,00:53:05:08,"Is that 90 percent ""wouldn't know"" or 10 percent ""wouldn't know""?"
00:53:05:12,00:53:08:15,#NAME?
00:53:10:03,00:53:12:07,"But not a poker face, Slick."
00:53:24:15,00:53:25:21,"Hey, guys."
00:53:26:07,00:53:29:09,"COOPER: Uh, Dad's about to go down for the long nap."
00:53:29:17,00:53:32:08,So I wanted to give you an update.
00:53:32:12,00:53:33:15,Uh...
00:53:34:04,00:53:37:21,The Earth looks amazing from here. Um...
00:53:38:10,00:53:41:06,You can't see any of the dust. Heh.
00:53:41:10,00:53:45:13,"Um, I really hope you guys are doing great."
00:53:45:21,00:53:50:03,I know you'll get this message. Professor Brand's assured me he'll get it to you.
00:53:50:16,00:53:52:18,Know that I love you.
00:53:54:04,00:53:56:12,"- Is it him? DONALD: I don't think so, Murph."
00:54:03:09,00:54:05:01,PROF. BRAND: You must be Donald.
00:54:07:06,00:54:08:10,"Hello, Murph."
00:54:09:04,00:54:11:04,MURPH: Why are you in my dad's truck?
00:54:11:19,00:54:13:23,He wanted me to bring it for your brother.
00:54:14:17,00:54:16:21,He sent you a message.
00:54:19:23,00:54:21:23,She's pretty upset with him for leaving.
00:54:22:03,00:54:26:05,"If you record any messages, I can get them to transmit it to Cooper."
00:54:27:07,00:54:29:23,Murph is a bright spark.
00:54:30:23,00:54:33:12,Maybe I should fan the flame.
00:54:33:16,00:54:36:07,She's already making fools of her teachers.
00:54:36:11,00:54:39:07,So maybe she should come and make a fool out of you.
00:54:40:09,00:54:43:05,#NAME?
00:54:43:22,00:54:47:22,"The next time you hear from Cooper, they'll be coming up on Saturn."
00:55:27:21,00:55:29:14,TOM (ON RECORDING): As far as school goes...
00:55:29:18,00:55:32:22,...the administration wants me to repeat Plant Pathology. Which sucks.
00:55:33:10,00:55:36:15,But they said I could start Advanced Agriculture a year early.
00:55:38:10,00:55:42:07,"All right, I got to go, Dad. Hope you're safe up there."
00:55:46:08,00:55:47:22,"DONALD: Um, sorry, Coop."
00:55:48:02,00:55:52:22,"I asked Murph to say hi, but she's as stubborn as her old man."
00:55:53:08,00:55:55:04,I'll try again next time.
00:56:10:05,00:56:11:19,"You all right, Rom?"
00:56:11:23,00:56:13:11,(COOPER CLEARS THROAT)
00:56:14:03,00:56:15:23,"ROMILLY: This gets to me, Cooper."
00:56:16:03,00:56:17:19,This. This.
00:56:18:07,00:56:21:04,"Millimeters of aluminum, that's it, and then nothing..."
00:56:21:08,00:56:25:07,...out there for millions of miles won't kill us in seconds.
00:56:26:05,00:56:28:03,You know that some of the finest...
00:56:28:07,00:56:32:03,...solo yachtsmen in the world don't know how to swim?
00:56:32:17,00:56:35:21,"They don't know how. And if they go overboard, psst, they're done."
00:56:37:15,00:56:39:15,"COOPER: We're explorers, Rom."
00:56:41:04,00:56:42:21,This is our boat.
00:56:43:01,00:56:44:04,Here.
00:56:49:19,00:56:51:19,(CRICKETS CHIRPING ON RECORDING)
00:56:54:10,00:56:57:10,(THUNDER RUMBLING AND RAIN FALLING ON RECORDING)
00:57:11:06,00:57:13:00,"COOPER: This is from the, uh, relay probe?"
00:57:13:04,00:57:15:05,It was in orbit around the Wormhole.
00:57:15:17,00:57:18:18,"This is the Wormhole, and every time we'd come around..."
00:57:18:22,00:57:22:04,...we would receive images from the other side of the foreign galaxy.
00:57:22:12,00:57:24:15,"Oh, yeah. Like swinging a periscope around."
00:57:24:19,00:57:25:21,Exactly.
00:57:26:01,00:57:30:13,"So we got a pretty good idea what we're gonna find on the other side, huh?"
00:57:31:15,00:57:32:23,Navigationally.
00:57:34:10,00:57:38:04,AMELIA: Guys? We'll be approaching the Wormhole in about three hours.
00:57:44:13,00:57:45:14,"Hey, Coop?"
00:57:46:11,00:57:48:05,ROMILLY: Can we stop the spinning?
00:57:48:09,00:57:49:11,COOPER: Why?
00:57:49:15,00:57:51:23,ROMILLY: Because we're close enough to see it now?
00:57:53:19,00:57:54:22,All right.
00:57:55:02,00:57:56:04,Thanks.
00:58:01:22,00:58:03:22,"There, that's it! That's the Wormhole!"
00:58:04:02,00:58:05:21,"Say it, don't spray it, Rom."
00:58:06:06,00:58:07:13,It's a sphere.
00:58:07:17,00:58:11:16,"Of course it is. What, you...? You thought it would just be a hole?"
00:58:12:21,00:58:15:23,"No, it's just that all the illustrations I've ever seen, they..."
00:58:16:12,00:58:19:14,"ROMILLY: In the illustrations, they're trying to show you how it works."
00:58:20:07,00:58:24:03,So they say you want to go from here to there.
00:58:24:11,00:58:27:00,"- But it's too far, right? - Mm-hm."
00:58:27:04,00:58:31:23,"So a Wormhole bends space like this, so you can take a shortcut through..."
00:58:32:07,00:58:33:21,...a higher dimension.
00:58:34:01,00:58:35:12,"Okay, so..."
00:58:35:20,00:58:39:18,"...to show that, they've turned three-dimensional space into two dimensions..."
00:58:39:22,00:58:43:21,"...which turns a Wormhole into two dimensions, a circle."
00:58:44:02,00:58:46:08,What's a circle in three dimensions?
00:58:47:13,00:58:49:01,#NAME?
00:58:49:11,00:58:50:23,A spherical hole.
00:58:51:12,00:58:54:08,But who put it there? Who do we have to thank?
00:58:54:18,00:58:59:10,"I'm not thanking anybody until we get out of here in one piece, Rom."
00:59:06:15,00:59:08:01,"COOPER: Any trick to this, Doyle?"
00:59:09:09,00:59:11:01,No one knows.
00:59:18:04,00:59:19:20,"The others made it, right?"
00:59:21:21,00:59:23:13,At least some of them.
00:59:55:12,00:59:58:16,Everybody ready to say goodbye to our solar system?
00:59:59:13,01:00:01:13,To our galaxy.
01:00:03:11,01:00:04:12,Here we go.
01:00:16:05,01:00:18:05,(HULL CREAKING AND ALARMS BEEPING)
01:00:37:03,01:00:40:15,The controls won't work here. We're passing through the bulk.
01:00:40:19,01:00:45:05,It's space beyond our three dimensions. All you can do is record and observe.
01:00:56:10,01:00:57:11,What is that?
01:00:59:20,01:01:01:16,I think it's them.
01:01:01:24,01:01:03:20,Distorting space-time.
01:01:05:22,01:01:06:24,ROMILLY: Don't! Don't!
01:01:29:10,01:01:30:22,(BEEPING STOPS)
01:01:35:01,01:01:36:07,What was that?
01:01:39:07,01:01:40:19,AMELIA: The first handshake.
01:01:42:11,01:01:43:12,We're...
01:01:45:03,01:01:46:11,We're here.
01:02:06:19,01:02:09:01,DOYLE: So the lost communications came through.
01:02:09:05,01:02:12:02,#NAME?
01:02:12:06,01:02:15:20,So years of basic data. No real surprises.
01:02:16:18,01:02:20:14,"Miller's site has kept pinging thumbs up, as has Dr. Mann's. Um..."
01:02:20:18,01:02:22:21,Edmunds' went down three years ago.
01:02:23:01,01:02:24:06,Transmitter failure?
01:02:24:10,01:02:27:10,Maybe. He was sending the thumbs up right until it went dark.
01:02:27:14,01:02:29:08,"But Miller's still looks good though, right?"
01:02:29:12,01:02:31:19,- Because she's coming up fast. DOYLE: Mm-hm.
01:02:32:06,01:02:34:06,With one complication.
01:02:34:16,01:02:37:16,The planet is much closer to Gargantua than we thought.
01:02:37:20,01:02:40:12,COOPER: Gargantua? - It's what we're calling the black hole.
01:02:40:16,01:02:42:23,Miller's and Dr. Mann's planets both orbit it.
01:02:43:03,01:02:46:08,- And Miller's is on the horizon? ROMILLY: As a basketball around a hoop.
01:02:46:12,01:02:48:12,Landing there takes us dangerously close.
01:02:48:16,01:02:51:22,And a black hole that big has a huge gravitational pull.
01:02:54:13,01:02:57:13,"COOPER: Look, I could swing around that neutron star to decelerate."
01:02:57:17,01:02:59:14,"AMELIA: No, it's not that. It's time."
01:02:59:18,01:03:04:06,The gravity on that planet will slow our clock compared to Earth's drastically.
01:03:04:21,01:03:06:01,How bad?
01:03:06:05,01:03:09:18,ROMILLY: Every hour we spend on that planet will be...
01:03:10:15,01:03:12:19,...seven years back on Earth.
01:03:13:16,01:03:14:17,Jesus.
01:03:15:01,01:03:16:17,"ROMILLY: Well, that's relativity, folks."
01:03:18:03,01:03:20:14,"COOPER: Well, we can't just drop down there without..."
01:03:20:18,01:03:22:15,"DOYLE: Cooper, we have a mission."
01:03:22:19,01:03:25:09,"COOPER: Yeah, Doyle, we have a mission, and our mission Plan A is..."
01:03:25:13,01:03:28:17,...to find a planet that can habitate the people that are living on Earth now.
01:03:28:21,01:03:31:17,DOYLE: You can't just think about your family. Now you have to think bigger.
01:03:31:21,01:03:35:02,"COOPER: I am thinking about my family and millions of other families, okay?"
01:03:35:06,01:03:39:13,Plan A does not work if the people on Earth are dead by the time we pull it off.
01:03:40:20,01:03:42:12,DOYLE: No. It doesn't.
01:03:42:20,01:03:44:12,That's why there's a Plan B.
01:03:46:10,01:03:47:22,AMELIA: Okay. Cooper's right.
01:03:48:02,01:03:51:22,"We need to think of time as a resource, like oxygen and food. Going down will cost us."
01:03:54:07,01:03:55:11,"DOYLE: All right, look."
01:03:56:18,01:04:00:05,"Dr. Mann's data is promising, but it will take months to get there."
01:04:00:09,01:04:02:14,"And Edmunds', it's even further."
01:04:02:18,01:04:06:22,"Miller hasn't sent much, but what she has is very promising. It's water, it's organics..."
01:04:07:02,01:04:09:06,"- You don't find that every day. - No, you don't."
01:04:09:10,01:04:11:18,"And just think about the resources, including time..."
01:04:11:22,01:04:14:10,...that would be spent trying to get back here.
01:04:15:13,01:04:17:09,#NAME?
01:04:17:12,01:04:21:09,...how far off from Miller's planet do we have to be to stay out of the time shift?
01:04:21:13,01:04:23:05,Just back from the cusp.
01:04:23:09,01:04:26:08,"All right, which is here, just outside of Miller's planet."
01:04:26:12,01:04:28:07,ROMILLY: Right. -Okay.
01:04:29:05,01:04:31:24,Here's Gargantua. Here's Miller's planet.
01:04:32:04,01:04:35:08,Instead of taking the Endurance into orbit around Miller's planet...
01:04:35:12,01:04:38:09,"...which would conserve fuel, but we would lose a lot of time..."
01:04:38:13,01:04:42:15,"...what if we take a wider orbit around Gargantua, parallel with Miller's planet..."
01:04:42:19,01:04:45:07,"...outside of this time shift, to here?"
01:04:45:11,01:04:48:06,"Then we take the Ranger down, we get Miller, we get her samples."
01:04:48:10,01:04:51:03,"We come back, we analyze, we debrief. We're in, we're out."
01:04:51:07,01:04:53:15,"We lose a little fuel, but we save a whole lot of time."
01:04:53:19,01:04:55:15,- That'll work. - That's good.
01:04:55:19,01:04:58:06,There's no time for monkey business or chit-chat down there.
01:04:58:10,01:05:01:06,"So, TARS, you should definitely stay here."
01:05:01:10,01:05:03:16,"CASE, you're with me. Anyone else can stay."
01:05:03:20,01:05:07:10,"If we're talking about a couple years, I could use the time to research gravity."
01:05:07:14,01:05:10:13,"Observations from the Wormhole, that's gold to Professor Brand."
01:05:10:17,01:05:12:09,"COOPER: TARS, factor an orbit of Gargantua."
01:05:12:13,01:05:17:07,"Conserve fuel, minimize thrusting, but make sure we stay in range of Miller's planet."
01:05:17:11,01:05:20:00,- You got it? TARS: I wouldn't leave you behind...
01:05:20:04,01:05:21:05,...Dr. Brand.
01:05:25:21,01:05:27:12,"COOPER: You ready, CASE? CASE: Yup."
01:05:28:11,01:05:31:23,"- You don't say much, do you? -TARS talks plenty for both of us."
